회사명,사업연도,감사인,감사의견,감사보고서 특기사항,강조사항 등,핵심감사사항
오리엔탈정공,"제39기
(전전기)",대성삼경회계법인,적정,-,"계속기업 가정에 관한 중요한 불확실성,
보고기간후 사건","일반사항, 투입법에 따른 수익인식, 총계약원가 추정의 불확실성, 공사진행률 산정, 미청구공사금액 회수가능성, 공사변경에 대한 회계처리"
오리엔트바이오,제63기(당기),대영회계법인,적정,-,,유형자산(투자부동산 포함) 평가 및 분류의 적정성
오리엔트바이오,제62기(전기),대영회계법인,적정,-,,
오리엔트바이오,제61기(전전기),대영회계법인,적정,-,,
오리엔트전자,제30기(당기),대주회계법인,적정,-,전기오류수정,
오리엔트전자,제29기(전기),대영회계법인,적정,-,없음,
오리엔트전자,제28기(전전기),대영회계법인,적정,-,없음,
오리엔트정공,제34기(당기),대주회계법인,적정,-,,
오리엔트정공,제33기(전기),대영회계법인,적정,-,,유형자산(투자부동산 포함) 평가 및 분류의 적정성
오리엔트정공,제32기(전전기),대영회계법인,적정,-,,
오리온,제4기(당기),삼일회계법인,적정,-,해당사항 없음,재화의 판매 관련 매출장려활동
오리온,제3기(전기),삼일회계법인,적정,-,해당사항 없음,기업회계기준서 제1116호 '리스'의 최초 적용
오리온,제2기(전전기),삼일회계법인,적정,-,해당사항 없음,해당사항 없음
오리온홀딩스,제65기(당기),삼일회계법인,적정,-,해당사항 없음,"재화의 판매 관련 매출장려활동, 영업권 손상검사"
오리온홀딩스,제64기(전기),삼일회계법인,적정,-,해당사항 없음,"영업권 손상평가, 기업회계기준서 제1116호  '리스'의 최초 적용"
오리온홀딩스,제63기(전전기),삼일회계법인,적정,-,해당사항 없음,해당사항 없음
오리콤,제46기(당기),삼일회계법인,적정,-,해당사항 없음,"영업권의 손상평가,
종속기업 투자주식의 손상 검사"
오리콤,제45기(전기),삼일회계법인,적정,-,해당사항 없음,"영업권의 손상평가,
종속기업 투자주식의 손상 검사"
오리콤,제44기(전전기),삼일회계법인,적정,-,,
오릭스캐피탈코리아,제17기(당기),삼정회계법인,적정,-,,
오릭스캐피탈코리아,제16기(전기),삼정회계법인,적정,-,,
오릭스캐피탈코리아,제15기(전전기),삼정회계법인,적정,-,,
오상자이엘,제28기(당기),선진회계법인,적정,-,,
오상자이엘,제27기(전기),선진회계법인,적정,-,,
오상자이엘,제26기(전전기),선진회계법인,적정,-,,
오상헬스케어,제25기(당기),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
오상헬스케어,제24기(전기),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
오상헬스케어,제23기(전전기),우영회계법인,적정,-,해당사항 없음,해당사항 없음
오성첨단소재,제27기(당기),대성삼경회계법인,적정,-,해당사항없음,
오성첨단소재,제26기(전기),삼덕회계법인,적정,-,해당사항없음,
오성첨단소재,제25기(전전기),신한회계법인,적정,-,해당사항 없음,
오션브릿지,2020년 (제9기),다산회계법인,적정,-,,
오션브릿지,2019년 (제8기),한영회계법인,적정,-,,
오션브릿지,2018년 (제7기),한영회계법인,적정,-,,
오션스톤,제7기(당기),현대회계법인,적정,-,,
오션스톤,제6기(전기),현대회계법인,적정,-,,
오션스톤,제5기(전전기),현대회계법인,적정,-,,
오스코텍,제23기(당기),삼덕회계법인,적정,-,,기술이전수익과 미청구채권
오스코텍,제22기(전기),인덕회계법인,적정,-,,
오스코텍,제21기(전전기),인덕회계법인,적정,-,,
오스테오닉,제9기(당기),삼덕회계법인,적정,-,해당사항 없음,해당사항 없음
오스테오닉,제8기(전기),삼덕회계법인,적정,-,해당사항 없음,해당사항 없음
오스테오닉,제7기(전전기),삼덕회계법인,적정,-,해당사항 없음,해당사항 없음
오스템,제31기(당기),한울회계법인,적정,-,해당사항 없음,"가. 종속기업, 공동기업 및 관계기업의 손상여부 검토ㆍ손상징후가 존재하는 공동기업 및 관계기업투자주식의 식별 및 손상평가
ㆍ연결회사가 활용한 외부전문가의 적격성 및 독립성 평가ㆍ내부 가치평가전문가를 활용한 평가방법의 적절성 및 주요가정의 합리성 검토ㆍ할인율을 포함한 평가모형의 수학적인 재계산 검증ㆍ 평가대상자산의 회수가능액과 장부금액 비교"
오스템,제30기(전기),성도회계법인,적정,-,해당사항 없음,"가. 종속기업, 공동기업 및 관계기업의 지분법 회계처리
ㆍ회사와 지분법대상 기업간 거래로 인하여 발생한 미실현손익을 제거하기 위해 사용된 가정 및 기초 자료의 적절성 검증ㆍ회사가 계산한 지분법 평가내역의 수학적인 정확성 확인 등
나. 매출채권의 손상평가
ㆍStage 분류 적정성에 대한 분석적 절차, 방법론 문서검사 및 테스트 검증 
ㆍ개별평가 대손충당금 산출 관련 미래현금흐름 추정 및 사용 할인율의 적정성에 대한 질문, 문서검사 및 테스트 검증"
오스템,제29기(전전기),성도회계법인,적정,-,해당사항 없음,해당사항 없음
오스템임플란트,제24기(당기),삼덕회계법인,적정,-,,"연결회사간 내부거래, 채권채무의 집계 및 상계의 적정성"
오스템임플란트,제23기(전기),인덕회계법인,적정,-,,"연결회사간 내부거래, 채권, 채무의 집계 및 상계의 적정성"
오스템임플란트,제22기(전전기),인덕회계법인,적정,-,,
오이솔루션,제 18기 (2020년),선일회계법인,적정 ,-,해당사항 없음,
오이솔루션,제 17기 (2019년),선일회계법인,적정 ,-,해당사항 없음,
오이솔루션,제 16기 (2018년),승일회계법인,적정,-,해당사항 없음,
오일허브코리아여수,제13기(당기),대주회계법인,적정,-,특기사항 없음,특이사항 없음
오일허브코리아여수,제12기(전기),대주회계법인,적정,-,특기사항 없음,특이사항 없음
오일허브코리아여수,제11기(전전기),삼정회계법인,적정,-,특기사항 없음,특이사항 없음
오케이캐피탈,제47기(당기),삼정회계법인,적정,-,해당사항없음,
오케이캐피탈,제46기(전기),삼정회계법인,적정,-,해당사항없음,
오케이캐피탈,제45기(전전기),삼정회계법인,적정,-,해당사항없음,
오킨스전자,제23기(당기),태성회계법인,적정,-,,
오킨스전자,제22기(전기),태성회계법인,적정,-,,
오킨스전자,제21기(전전기),태성회계법인,적정,-,,
오텍,제30기(당기),한영회계법인,적정,-,해당사항 없음,해당사항 없음
오텍,제29기(전기),한영회계법인,적정,-,해당사항 없음,해당사항 없음
오텍,제28기(전전기),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
오파스넷,제17기(당기),삼덕회계법인,적정,-,해당사항 없음,수익인식의 적정성 (주1)
오파스넷,제16기(전기),이촌회계법인,적정,-,해당사항 없음,해당사항 없음
오파스넷,제15기(전전기),대주회계법인,적정,-,해당사항 없음,해당사항 없음
오픈베이스,제29기(당기),삼화회계법인,"연결 : 적정
별도 : 적정",-,"연결: 
COVID-19 영향
별도: 
COVID-19 영향","연결: 
(1) 상품매출과 유지보수매출에 대한 수익인식시점
        (2) 원가기준 투입법에 따른 수익인식
별도: 상품매출과 유지보수매출에 대한 수익인식시점"
오픈베이스,제28기(전기),회계법인 길인,"연결 : 적정
별도 : 적정",-,연결: 연결재무제표재작성별도: 재무제표재작성 ,"연결: 수주산업
별도:해당사항없음"
오픈베이스,제27기(전전기),회계법인 길인,"연결 : 적정
별도 : 적정",-,"연결: 해당사항없음
별도: 해당사항없음","연결: 수주산업
별도:해당사항없음"
오하임아이엔티,제3기(당기),한미회계법인,적정,-,주1),주2)
오하임아이엔티,"제2기(전기)
(구 제10기),",중앙회계법인,적정,-,주3),
오하임아이엔티,"제1기(전전기)
(구 제9기)",이촌회계법인,적정,-,,
옥천당,제12기(당기),위드회계법인,적정,-,,
옥천당,제11기(전기),위드회계법인,적정,-,전기재무제표 재작성,
옥천당,제10기(전전기),"예원공인회계사감사반
 (제350호)",적정,-,"기타사항: 특수관계자와
 의 거래 내역",
온페이스,제4기(당기),성현회계법인,"적정(개별재무제표)
한정(연결재무제표)",-,"연결실체는 유상사급 매출을 순액으로 표시하고 있지 아니합니다. 우리는 손익계산서에 보고된 매출액과 매출원가의 수정을 요하는 금액을 결정할 수 없었습니다. 

연결재무제표에 대한 주석 23에 주의를 기울여야 할 필요가 있습니다. 연결재무제표에 대한 주석 23은 2020년 12월 31일로 종료되는 보고기간에 당기순손실이 3,990백만원이 발생하였고, 재무제표일 현재로 기업의 유동부채가 유동자산보다 25,835백만원 초과하고 있으며 자본총계는 (-)512백만원으로 완전 자본잠식 상태입니다. 이러한 사건이나 상황은 주석 23에서 설명하고 있는 다른 사항과 더불어 계속기업으로서의 존속능력에 유의적 의문을 제기할 만한 중요한 불확실성이 존재함을 나타냅니다. 우리의 의견은 이 사항으로부터 영향을 받지 아니합니다.",
온페이스,제3기(전기),삼원회계법인,한정,-,"2019년도 회계기간 중에 회사의 감사인으로 선임되어
2018년도 12월 31일 현재의 재고자산의 실사에 입회하지 못하였습니다.",
온페이스,제2기(전전기),-,,-,,
온페이스에스디씨,제11기(당기),성현회계법인,한정,-,해당사항없음,해당사항없음
온페이스에스디씨,제10기(전기),삼원회계법인,적정,-,해당사항없음,해당사항없음
온페이스에스디씨,제09기(전전기),삼원회계법인,적정,-,해당사항없음,해당사항없음
올리패스,제15기(당기),한울회계법인,적정,-,,감가상각 개시시점의 적절성
올리패스,제14기(전기),삼정회계법인,적정,-,,
올리패스,제13기(전전기),삼정회계법인,적정,-,"(주1,2)",
올릭스,제11기(당기),대주회계법인,적정,-,,라이선스 수익인식의 정확성
올릭스,제10기(전기),대주회계법인,적정,-,,
올릭스,제9기(전전기),대주회계법인,적정,-,,
옴니시스템,제24기(당기),대성삼경회계법인,적정,-,"COVID-19로 인해 회사의 사업, 재무상태 및 경영성과에 미칠 수 있는 불확실성이 존재하며, 이로 인한 궁극적인 영향을 예측할 수 없습니다.",영업권 손상검토
옴니시스템,제23기(전기),한경회계법인,적정,-,없음,없음
옴니시스템,제22기(전전기),한경회계법인,적정,-,,
옵투스제약,제11기(당기),선진회계법인,적정,-,,특수관계자 거래 및 잔액 공시의 적정성
옵투스제약,제10기(전기),선진회계법인,적정,-,,특수관계자 거래 및 잔액 공시의 적정성
옵투스제약,제9기(전전기),선진회계법인,적정,-,,
옵트론텍,제22기(당기),회계법인 세일원,적정,-,없음,
옵트론텍,제21기(전기),대영회계법입,적정,-,없음,
옵트론텍,제20기(전전기),대영회계법인,적정,-,없음,
옵티맥,제19기(당기),삼일회계법인,적정,-,"- 
영업환경의 중요한 불확실성
- 전기오류수정에 대한 감사인의 강조사항 등

- 주) 참고",해당사항없음
옵티맥,제18기(전기),삼덕회계법인,적정,-,해당사항없음,해당사항없음
옵티맥,제17기(전전기),삼덕회계법인,적정,-,해당사항없음,해당사항없음
옵티시스,제22기(당기),삼일회계법인,적정,-,해당사항 없음,재고자산 평가
옵티시스,제21기(전기),삼일회계법인,적정,-,해당사항 없음,해당사항 없음
옵티시스,제20기(전전기),삼일회계법인,적정,-,해당사항 없음,해당사항 없음
옵티팜,제21기(당기),광교회계법인,적정,-,해당사항 없음,"특수관계자 등과의 거래 및 
잔액 공시의 적정성"
옵티팜,제20기(전기),광교회계법인,적정,-,해당사항 없음,해당사항 없음
옵티팜,제19기(전전기),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
와이더플래닛,제11기(당기),정진세림회계법인,적정,-,해당사항없음,해당사항없음
와이더플래닛,제10기(전기),삼정회계법인,적정,-,해당사항없음,해당사항없음
와이더플래닛,제9기(전전기),삼정회계법인,적정,-,해당사항없음,해당사항없음
와이디생명과학,제13기 (당기),도원회계법인 ,적정,-,,
와이디생명과학,제12기(전기),삼화회계법인,적정,-,,
와이디생명과학,제11기(전전기),삼덕회계법인,적정,-,,
와이솔,제13기(당기),삼정회계법인,적정,-,,"- 종속기업 및 관계기업 투자주식 손상평가
- 화학정밀업 현금창출단위에 대한 손상평가"
와이솔,제12기(전기),한영회계법인,적정,-,,"- 종속기업및관계기업 투자주식 손상평가
- 화학정밀업 현금창출단위에 대한 손상평가"
와이솔,제11기(전전기),한영회계법인,적정,-,,
와이아이케이,제6기 (당기),삼정회계법인,적정의견,-,K-IFRS기준,제품매출액의 실재성
와이아이케이,제5기 (전기),삼정회계법인,적정의견,-,K-IFRS기준,제품매출액의 기간귀속
와이아이케이,제4기 (전전기),삼정회계법인,적정의견,-,K-IFRS기준,
와이어블,제24기(당기),회계법인 세일원,적정,-,,- 수주산업 진행기준 수익인식
와이어블,제23기(전기),삼덕회계법인,적정,-,,- 수주산업 진행기준 수익인식
와이어블,제22기(전전기),세일회계법인,적정,-,,- 수주산업 핵심감사항목에 대한 감사인의 강조사항 등
와이엔텍,제31기(당기),선일회계법인,공정,-,,매립장 매출의 적정성을 유의적인 위험으로 식별
와이엔텍,제30기(전기),선일회계법인,적정(공정),-,,영업권 손상평가
와이엔텍,제29기(전전기),승일회계법인,적정(공정),-,,"1.투입법에 따른 수익인식
2.총계약원가 추정의 불확실성
3.공사진행률 산정
4.미청구공사채권 회수가능성
5.공사변경에 대한 회계처리."
와이엠,제49기(당기),이촌회계법인,적정,-,,재고자산의 실재성 및 평가
와이엠,제48기(전기),삼일회계법인,적정,-,계속기업관련 중요한 불확실성,"종속기업에 대한 금융자산 손상평가
종속기업 현금흐름창출단위 손상평가"
와이엠,제47기(전전기),삼일회계법인,적정,-,계속기업가정에 관한 중요한 불확실성,해당사항 없음
와이엠씨,제13기(당기),삼화회계법인,"연결 : 적정
별도 : 적정",-,,"핵심감사사항은 우리의 전문가적 판단에 따라 당기 연결재무제표감사에서 가장 유의적인사항들입니다. 해당 사항들은 재무제표 전체에 대한 감사의 관점에서 우리의 의견형성시 다루어졌으며, 우리는 이런 사항에 대하여 별도의 의견을 제공하지는 않습니다.
(1) 투입법에 따른 수익인식
주석 33에서 설명하고 있는 바와 같이 투입법에 따른 연결기업의 수익인식금액은 총매출액의 34%를 차지하여, 투입법을 적용한 진행률 측정방식이 회사가 수행한 공사를 신뢰성 있게 측정하지 못한다면 계약수익이 왜곡될 위험이 존재합니다. 그리고 투입법에 따른 수익인식을 적용하기 위해서는 공사수익 및 추정총계약원가, 누적발생원가 등이 신뢰성 있게 측정가능하여야 하며, 신뢰성 있는 측정이 불가능한 경우 다른 합리적인 방법으로 수익인식을 하여야 합니다. 이러한 연결기업의 회계정책 결정에 따라 수익인식방법에 영향을 주며, 잘못된 수익인식방법은 연결재무제표를 왜곡표시할 위험이 존재합니다. 이에 따라 우리는 연결기업의 투입법에 따른 수익인식을 유의적인 위험으로 식별하였습니다. "
와이엠씨,제12기(전기),삼화회계법인,"연결 : 적정
별도 : 적정",-,,"핵심감사사항은 우리의 전문가적 판단에 따라 당기 재무제표감사에서 가장 유의적인 사항들입니다. 해당 사항들은 재무제표 전체에 대한 감사의 관점에서 우리의 의견형성시 다루어졌으며, 우리는 이런 사항에 대하여 별도의 의견을 제공하지는 않습니다.
(1) 투입법에 따른 수익인식주석 31에서 설명하고 있는 바와 같이 투입법에 따른 회사의 수익인식금액은 회사 총매출액의 55%를 차지하여, 투입법을 적용한 진행률 측정방식이 회사가 수행한 공사를 신뢰성 있게 측정하지 못한다면 계약수익이 왜곡될 위험이 존재합니다. 그리고 투입법에 따른 수익인식을 적용하기 위해서는 공사수익 및 추정총계약원가, 누적발생원가 등이 신뢰성 있게 측정가능하여야 하며, 신뢰성 있는 측정이 불가능한 경우 다른 합리적인 방법으로 수익인식을 하여야 합니다. 이러한 회사의 회계정책 결정에 따라 수익인식방법에 영향을 주며, 잘못된 수익인식방법은 재무제표를 왜곡표시할 위험이 존재합니다. 이에 따라 우리는 회사의 투입법에 따른 수익인식을 유의적인 위험으로 식별하였습니다. "
와이엠씨,제11기(전전기),삼화회계법인,"연결 : 적정
별도 : 적정",-,,"수주산업 핵심감사사항은 회계감사실무지침 2016-1에 따라 감사인의 전문가적 판단과 지배기구와의 커뮤니케이션을 통해 당기 재무제표 감사에서 유의적인 사항을 선정한 것입니다. 해당 사항은 재무제표 전체에 대한 감사의 관점에서 재무제표 전체에 대한 의견을 형성할 때 다루어진 사항이며, 감사인은 이 사항에 대하여 별도의 의견을 제공하는 것은 아닙니다. 
(1) 투입법에 따른 수익인식투입법에 따른 회사의 수익인식금액은 회사 총매출액의 73%를 차지하여, 투입법을 적용한 진행률 측정방식이 회사가 수행한 공사를 신뢰성 있게 측정하지 못한다면 계약수익이 왜곡될 위험이 존재합니다. 그리고 투입법에 따른 수익인식을 적용하기 위해서는 공사수익 및 추정총계약원가, 누적발생원가 등이 신뢰성 있게 측정가능하여야 하며, 신뢰성 있는 측정이 불가능한 경우 다른 합리적인 방법으로 수익인식을 하여야 합니다. 이러한 회사의 회계정책 결정에 따라 수익인식방법에 영향을 주며, 잘못된 수익인식방법은 재무제표를 왜곡표시할 위험이 존재합니다. 이에 따라 우리는 회사의 투입법에 따른 수익인식을 유의적인 위험으로 식별하였습니다. "
와이엠티,제22기(당기),신한회계법인,적정,-,해당없음,매출채권의 평가
와이엠티,제21기(전기),신승회계법인,적정,-,해당없음,해당없음
와이엠티,제20기(전전기),신승회계법인,적정,-,해당없음,해당없음
와이오엠,제23기(당기),신한회계법인,적정,-,,
와이오엠,제22기(전기),동서회계법인,적정,-,,
와이오엠,제21기(전전기),동서회계법인,적정,-,,
와이제이엠게임즈,제17기(당기),회계법인 리안,적정,-,,
와이제이엠게임즈,제16기(전기),회계법인 리안,적정,-,,
와이제이엠게임즈,제15기(전전기),회계법인 리안,적정,-,,
와이즈버즈,제4기(당기),삼화회계법인,적정,-,주1),주2)
와이즈버즈,제3기(전기),삼일회계법인,적정,-,주3),해당사항 없음
와이즈버즈,제2기(전전기),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
와이지-원,제35기(당기),안진회계법인,적정,-,해당사항없음,영업권 손상검토
와이지-원,제34기(전기),안진회계법인,적정,-,해당사항없음,"리스계약의 완전성 검토
리스자산 및 부채 계산의 정확성 검토
리스적용 할인율 검토"
와이지-원,제33기(전전기),안진회계법인,적정,-,해당사항없음,해당사항없음
와이지엔터테인먼트,제23기(당기),한영회계법인,적정,-,해당사항없음,음반 및 음원매출
와이지엔터테인먼트,제22기(전기),한영회계법인,적정,-,해당사항없음,음반 및 음원매출
와이지엔터테인먼트,제21기(전전기),한영회계법인,적정,-,해당사항없음,
와이투솔루션,제45기(당기),서현회계법인,적정,-,,
와이투솔루션,제44기(전기),한영회계법인,의견거절,-,※,
와이투솔루션,제43기(전전기),한영회계법인,의견거절,-,※,
와이팜,제15기(당기),삼덕회계법인,적정,-,해당사항 없음,해당사항 없음
와이팜,제14기(전기),성현회계법인,적정,-,해당사항 없음,해당사항 없음
와이팜,제13기(전전기),신한회계법인,적정,-,해당사항 없음,해당사항 없음
와토스코리아,제24기(당기),우리회계법인,적정,-,회계처리 오류로 인한 전기 재무제표 재작성,수익인식 기간귀속의 적정성
와토스코리아,제23기(전기),우리회계법인,적정,-,,
와토스코리아,제22기(전전기),우리회계법인,적정,-,,
완도전복,제12기(당기),신승회계법인,해당사항없음,-,해당사항없음,해당사항없음
완도전복,제12기(전기),신승회계법인,해당사항없음,-,해당사항없음,해당사항없음
완도전복,제11기(전전기),신승회계법인,해당사항없음,-,해당사항없음,해당사항없음
용평리조트,제22기(당기),한울회계법인,적정,-,해당사항 없음,"투입법에 따른 진행률 및 
수익인식 등 적정성 평가"
용평리조트,제21기(전기),한울회계법인,적정,-,"2019년 1월 1일을 최초적용일로 하여 기업회계기준서 제1116호 '리스'를 적용하였으며, 경과규정에 따라 회계변경의 누적효과는 당기의 기초 이익잉여금등에 반영","투입법에 따른 진행률 및 
수익인식 등 적정성 평가"
용평리조트,제20기(전전기),한울회계법인,적정,-,"2018년 1월 1일을 최초적용일로 하여 기업회계기준서 제1109호 '금융상품'과 제1115호 '고객과의 계약에서 생기는 수익'을 적용하였으며, 경과규정에 따라 회계변경의 누적효과는 당기의 기초 이익잉여금등에 반영","투입법에 따른 진행률 및 
수익인식 등 적정성 평가"
우리금융지주,제2(당)기,삼일회계법인,(*1),-,연결재무제표 주석3 공시사항,상각후원가측정 대출채권의 기대신용손실충당금
우리금융지주,제1(전)기,안진회계법인,(*2),-,비교표시 재무제표에 대한 설명 및 전기 감사의견,대출채권 손실충당금 평가
우리금융지주,2018년도,-,,-,,
우리금융캐피탈,제27기(당기),삼정회계법인,적정,-,,주1)
우리금융캐피탈,제26기(전기),삼정회계법인,적정,-,,주1)
우리금융캐피탈,제25기(전전기),삼정회계법인,적정,-,,주1)
우리기술,제26기(당기),대주회계법인,적정,-,,
우리기술,제25기(전기),대현회계법인,적정,-,,
우리기술,제24기(전전기),대현회계법인,적정,-,,
우리기술투자,제25기(당기),삼정회계법인,적정,-,해당사항 없음,공정가치 수준 3으로 분류되는 금융상품의 공정가치 측정
우리기술투자,제24기(전기),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
우리기술투자,제23기(전전기),삼정회계법인,적정,-,"-연결재무제표 최초작성
-연결재무제표 재작성",해당사항 없음
우리넷,제21기(당기),대주회계법인,적정,-,해당사항없음,수익인식의 적정성
우리넷,제20기(전기),대주회계법인,적정,-,해당사항없음,해당사항없음
우리넷,제19기(전전기),-,,-,,
우리로,제23기(당기),서우회계법인,적정,-,(*1),(*2)
우리로,제22기(당기),참회계법인,적정,-,(*3),해당사항없음
우리로,제21기(전기),서우회계법인,적정,-,해당사항 없음,해당사항 없음
우리바이오,제21기(당기),신한회계법인,적정,-,,"- 별도 재무제표
: 종속기업 투자주식의 손상검사
- 연결 재무제표
: 수익인식"
우리바이오,제20기(전기),대주회계법인,적정,-,,"- 별도 재무제표
: 관계기업 및 종속기업 투자주식의 손상검사
- 연결 재무제표
: 재고자산의 평가"
우리바이오,제19기(전전기),삼정회계법인,적정,-,,
우리산업,제6기(당기),대주회계법인,적정,-,,해당사항 없음
우리산업,제5기(전기),대주회계법인,적정,-,,해당사항 없음
우리산업,제4기(전전기),대주회계법인,적정,-,,해당사항 없음
우리산업홀딩스,32기(당기),대주회계법인,적정,-,,"""해당사항 없음"""
우리산업홀딩스,제31기(전기),대주회계법인,적정,-,,"""해당사항 없음"""
우리산업홀딩스,제30기(전전기),대주회계법인,적정,-,,"""해당사항 없음"""
우리손에프앤지,제20기(당기),삼덕회계법인,"적정
(별도 및 연결)",-,"해당사항 없음
(별도 및 연결)","생물자산평가
(별도 및 연결 상동)"
우리손에프앤지,제19기(전기),삼덕회계법인,"적정
(별도 및 연결)",-,"해당사항 없음
(별도 및 연결)","생물자산평가
(별도 및 연결 상동)"
우리손에프앤지,제18기(전전기),삼덕회계법인,"적정
(별도 및 연결)",-,"해당사항 없음
(별도 및 연결)",해당사항없음
우리엔터프라이즈,제55기(당기),신한회계법인,적정,-,,"1) 연결재무제표 
    - 수익인식
2) 별도재무제표
   - 종속기업투자주식의 손상차손환입 평가 적정성 검토"
우리엔터프라이즈,제54기(전기),대주회계법인,적정,-,,"1) 연결재무제표
   -재고자산의 평가
2) 별도재무제표
   -관계기업 및 종속기업투자주식의 손상검사"
우리엔터프라이즈,제53기(전전기),삼정회계법인,적정,-,,
우리은행,-,-,,-,,
우리은행,-,-,,-,,
우리은행,-,-,,-,,
우리이앤엘,제13기(당기) ,대주회계법인,적정,-,특기사항 없음,관계기업 및 종속기업 투자주식의 손상검사
우리이앤엘,제12기(전기) ,대주회계법인,적정,-,특기사항 없음,관계기업 및 종속기업 투자주식의 손상검사
우리이앤엘,제11기(전전기) ,대주회계법인,적정,-,특기사항 없음,
우리종금,제49기(당기),삼일회계법인,적정,-,COVID-19 바이러스가 기업의 재무상태와 재무성과에 미칠 수 있는 영향과 관련한 불확실성 ,수준3으로 분류된 유가증권의 공정가치 평가
우리종금,제48기(전기),안진회계법인,적정,-,재무제표에 대한 경영진과 지배기구의 책임,수준3으로 분류된 유가증권의 공정가치 평가
우리종금,제47기(전전기),안진회계법인,적정,-,,
우리카드,제8기,삼일회계법인,적정의견,-,"비교표시 재무제표에 대한 설명 및 전기 감사의견 /
코로나 바이러스에 따른 불확실성 강조",
우리카드,제7기,안진회계법인,적정의견,-,,
우리카드,제6기,안진회계법인,적정의견,-,비교표시 재무제표에 대한 설명 및 전기 감사의견,
우림피티에스,제21기(2020년) 당기,선일회계법인,적정,-,특이사항 없음,
우림피티에스,제20기(2019년) 전기,삼원회계법인,적정,-,특이사항 없음,
우림피티에스,제19기(2018년) 전전기,삼원회계법인,적정,-,특이사항 없음,
우방,제13기(당기),한울회계법인,적정,-,,수주산업 핵심감사사항
우방,제12기(전기) ,한울회계법인,적정,-,,수주산업 핵심감사사항
우방,제11기(전전기),삼일회계법인,적정,-,,수주산업 핵심감사사항
우성,제51기 연간,안진회계법인,적정,-,해당사항 없음," Woosung Viet Nam Co.,Ltd.에 대한 손상 검토"
우성,제50기 연간,안진회계법인,적정,-,해당사항 없음," Woosung Viet Nam Co.,Ltd.에 대한 손상 검토"
우성,제49기 연간,안진회계법인,적정,-,해당사항 없음, 해당사항 없음
우성아이비,제7기(당기),안세회계법인,적정,-,"Covid-19 에 따른 
불확실성 영향 주의",
우성아이비,제6기(전기),회계법인이상,한정의견,-,,
우성아이비,제5기(전전기),삼일회계법인,의견거절,-,,
우수AMS,제26기(당기),대주회계법인,적정,-,,
우수AMS,제25기(전기),대주회계법인,적정,-,,
우수AMS,제26기(전전기),대주회계법인,적정,-,,
우신시스템,제37기(당기),제37기(당기),대주회계법인,-,적정,해당사항없음
우신시스템,제36기(전기),제36기(전기),대주회계법인,-,적정,해당사항없음
우신시스템,제35기(전전기),제35기(전전기),대주회계법인,-,적정,수주산업 핵심감사항목에 대한 감사인의 강조사항 등
우양,제29기(당기),태성회계법인,적정,-,,"재고자산의 순실현가능가치 평가
핵심감사사항으로 결정한 이유
재무제표에 계상된 재고자산평가충당금 차감 전 재고자산의 금액은 26,827,296천원으로 전체 자산에서 21.9%의 유의적인 비중을 차지하고 있습니다. 재고자산의 순실현가능가치평가는 경영진의 높은 수준의 판단이 수반되고 추정의 불확실성이 존재하며, 순실현가능가치평가에 대한 추정은 당기손익에 중대한 영향을 미치므로 재고자산의 순실현가능가치 평가를 핵심감사사항으로 선정하였습니다
핵심감사사항이 감사에서 다루어진 방법
우리는 회사의 재고자산이 표시된 세부 명세를 수령하고, 이를 총계정원장 및 재무제표에 기록된 금액과 대사하였으며, 회사의 회계정책 및 내부통제가 기업회계기준서 제1002호 '재고자산'과 부합하는지 여부에 대하여 평가하였습니다.
우리는 표본 추출된 세부재고품목 등에 대하여, 다음과 같은 감사절차를 수행하였습니다.
- 회사가 적용하고 있는 재고자산 평가 방법론의 합리성 검증
- 회사의 재고자산 평가충당금 표에 대한 정확성 및 완전성 검증- 회사의 평가충당금 설정표상 장기체화 재고자산과 재고자산 수불부 대사를 통한 장기체화 재고에 대한 재고자산평가충당금의 정확성 및 완전성 검증
- 회사의 각 재고자산 품목별 최근 판매가액 및 판매부대비용의 검증을 통한 순실현가능가치 추정의 정합성 검증"
우양,제28기(전기),태성회계법인,적정,-,,
우양,제27기(전전기),삼덕회계법인,적정,-,,
우양에이치씨,제25기(당기),다산회계법인,적정,-,없음,"- 투입법에 따른 수익인식
- 총계약원가 추정의 불확실성
- 공사진행률 산정
- 미청구공사금액 회수가능성
- 공사변경에 대한 회계처리의 적절성"
우양에이치씨,제24기(전기),다산회계법인,적정,-,"- 전기 회생계획안 인가 및 회생절차의 종결
- 추정의 변경","- 투입법에 따른 수익인식
- 총계약원가 추정의 불확실성
- 공사진행률 산정
- 미청구공사금액 회수가능성
- 공사변경에 대한 회계처리의 적절성"
우양에이치씨,제23기(전전기),태율회계법인,적정,-,- 회생절차의 종결- 회생채무의 출자전환,"- 투입법에 따른 수익인식
- 총계약원가 추정의 불확실성
- 공사진행률 산정
- 미청구공사금액 회수가능성
- 공사변경에 대한 회계처리의 적절성"
우원개발,제23기(당기),삼덕회계법인,적정,-,(주1),(주1)
우원개발,제22기(전기),삼덕회계법인,적정,-,(주1),(주1)
