회사명,사업연도,감사인,감사의견,감사보고서 특기사항,강조사항 등,핵심감사사항
스포츠서울,"제20기
(전기)",안세회계법인,적정,"(1) 계속기업가정에 대한 불확실성
회사의 재무제표에 대한 주석 34는 2018년 3월 31일로 종료되는 보고기간에 19,941백만원의 당기순손실이 발생하여 당기말 현재 누적결손금이 94,829백만원이며, 유동자산을 초과하는 유동부채가 3,524백만원임을 나타내고 있습니다. 이러한 상황은 주석 34에서 설명하고 있는 다른 사항과 더불어 회사의 계속기업으로서의 존속능력에 중대한 의문을 제기하고 있습니다.",,
스포츠서울,"제19기
(전전기)",다산회계법인,적정,"(1) 대표이사 등의 검찰 기소
회사의 재무제표에 대한 주석 23에 기술되어 있는 바와 같이, 당기말 현재 회사의 전대표이사인 김광래는 회사주식에 대한 시세조정혐의로 검찰에 기소되어 있으며, 전 회장(전 최대주주)인 정홍희와 전 대표이사인 정영기는 2009년과 2010년에 발생한 배임혐의(배임금액 1,329백만원)로 검찰에 기소되어 혐의가 인정되었습니다. 당기말현재 이러한 상황이 재무제표에 미칠 영향을 예측할 수 없으며, 이러한 불확실성으로인하여 발생할 수 있는 조정사항은 재무제표에 반영되어 있지 않습니다. 

(2) 타인에 대한 지급보증
회사의 재무제표에 대한 주석 23에 기술되어 있는 바와 같이, 회사는 (주)제피로스의 차입금과 관련하여 (주)청화대부에 16,834백만원의 연대보증을 제공하고 있습니다. (3) 계속기업가정에 대한 불확실성
회사의 재무제표에 대한 주석 35는 2017년 3월 31일로 종료되는 보고기간에 545백만원의 당기순손실이 발생하였고, 당기까지 5개 사업연도 연속 당기순손실이 발행하여 당기말 현재 누적결손금이 78,894백만원임을 나타내고 있습니다. 이러한 상황은 주석 35에서 설명하고 있는 다른 사항과 더불어 회사의 계속기업으로서의 존속능력에 중대한 의문을 제기하고 있습니다.
(4) 재무제표의 재작성
회사는 재무제표에 대한 주석 37에서 설명하고 있는 바와 같이 2016년 3월 31일로 종료되는 회계연도의 재무제표에 이연법인세부채 406,369천원을 미인식하였으나, 비교표시된 전년도 재무제표는 이러한 수정사항을 반영하여 재작성된 것입니다.",,
스포피드,제7기(당기),대성삼경회계법인,적정,-,,
스포피드,제6기(전기),대성삼경회계법인,적정,-,,
스포피드,제5기(전전기),대성삼경회계법인,적정,-,,
승일,제41기(당기),회계법인 세일원,적정,-,,
승일,제40기(전기),세일회계법인,적정,-,,
승일,제39기(전전기),세일회계법인,적정,-,,
시공테크,제32기,삼정회계법인,적정,-,없음,- 수주산업 진행기준 수익인식
시공테크,제31기,삼정회계법인,적정,-,없음, - 수주산업 회계처리
시공테크,제30기,삼정회계법인,적정,-,없음, - 수주산업 회계처리
시그네틱스,제57기(당기),한영회계법인,적정,-,해당사항 없음,(1) 자산손상
시그네틱스,제56기(전기),한영회계법인,적정,-,해당사항 없음,
시그네틱스,제55기(전전기),한영회계법인,적정,-,해당사항 없음,
시너지이노베이션,제22기(당기),영앤진회계법인,적정,-,,
시너지이노베이션,제21기(전기),오성회계법인,적정,-,,
시너지이노베이션,제20기(전전기),오성회계법인,적정,-,,
시노펙스,제35기(당기),삼화회계법인,적정,-,,김천사업장 현금창출단위에 대한 영업권 손상평가
시노펙스,제34기(전기),삼화회계법인,적정,-,,
시노펙스,제33기(전전기),삼화회계법인,적정,-,,
시디즈,제10기,삼덕회계법인,적정,-,"""해당사항 없음""",
시디즈,제9기,삼덕회계법인,적정,-,"""해당사항 없음""",
시디즈,제8기,삼덕회계법인,적정,-,"""해당사항 없음""",
시벨코코리아,-,-,,-,,
시벨코코리아,-,-,,-,,
시벨코코리아,-,-,,-,,
시스웍,제16기(당기),한미회계법인,적정,-,,
시스웍,제15기(당전기),한미회계법인,적정,-,,
시스웍,제14기(전전기),삼일회계법인,적정,-,,
시큐브,제20기(당기) ,참회계법인,적정,-,해당사항 없음,
시큐브,제19기(전기),참회계법인,적정,-,해당사항 없음,
시큐브,제18기(전전기),참회계법인,적정,-,해당사항 없음,
시큐센,제9기(당기),선명회계법인,적정,-,해당사항 없음,해당사항 없음
시큐센,제8기(전기),중앙회계법인,적정,-,해당사항 없음,해당사항 없음
시큐센,제7기(전전기),중앙회계법인,적정,-,해당사항 없음,해당사항 없음
시큐아이,제20기(당기),삼일회계법인,적정,-,,
시큐아이,제19기(전기),삼일회계법인,적정,-,,
시큐아이,제18기(전전기),삼일회계법인,적정,-,,
시티랩스,제14기(당기),도담회계법인,적정,-,"감사의견과 관련 없는
 계속기업 존속 불확실성 기재",수주산업
시티랩스,제13기(전기),유진회계법인,적정,-,해당사항없음,수주산업
시티랩스,제12기(전전기),삼일회계법인,적정,-,해당사항없음,수주산업-
신대양제지,제38기(당기),우리회계법인,적정,-,해당사항없음,- 특수관계자 거래공시
신대양제지,제37기(전기),우리회계법인,적정,-,해당사항없음,해당사항없음
신대양제지,제36기(전전기),우리회계법인,적정,-,해당사항없음,해당사항없음
신도리코,"제60기 1분기
제60기 반기
제60기 3분기
제60기 연간",삼일회계법인,"예외사항 없음
예외사항 없음
예외사항 없음
적정",-,"해당사항없음
해당사항없음
해당사항없음
해당사항없음",복합기 및 프린터등 재화의 수익인식
신도리코,"제59기 1분기
제59기 반기
제59기 3분기
제59기 연간",삼일회계법인,"예외사항 없음
예외사항 없음
예외사항 없음
적정",-,"해당사항없음
해당사항없음
해당사항없음
해당사항없음",해당사항없음
신도리코,"제58기 1분기
제58기 반기
제58기 3분기
제58기 연간",삼일회계법인,"예외사항 없음
예외사항 없음
예외사항 없음
적정",-,"해당사항없음
해당사항없음
해당사항없음
해당사항없음",해당사항없음
신라교역,제53기(당기),한영회계법인,적정,-,"""해당사항없음""",관계기업 및 공동기업 채권의 손상평가
신라교역,제52기(전기),한영회계법인,적정,-,"""해당사항없음""","""해당사항없음"""
신라교역,제51기(전전기),한영회계법인,적정,-,"""해당사항없음""","""해당사항없음"""
신라섬유,제44기(당기),삼일회계법인,적정,-,해당사항 없음,해당사항 없음
신라섬유,제43기(전기),삼일회계법인,적정,-,해당사항 없음,해당사항 없음
신라섬유,제42기(전전기),삼일회계법인,적정,-,해당사항 없음,해당사항 없음
신라에스지,제43기(당기),우덕회계법인,적정,-,해당 없음,해당 없음
신라에스지,제42기(전기),우덕회계법인,적정,-,해당 없음,해당 없음
신라에스지,제41기(전전기),우덕회계법인,적정,-,해당 없음,해당 없음
신라젠,제14기 (당기),한영회계법인,적정,-,,(1)리스기준서 도입효과 회계처리의 완정성 및 정확성
신라젠,제13기 (전기),한영회계법인,적정,-,,
신라젠,제12기(전전기),한영회계법인,적정,-,,
신비앤텍,제20기(당기),한서회계법인,적정,-,,
신비앤텍,제19기(전기),한서회계법인,적정,-,,
신비앤텍,제18기(전전기),한서회계법인,적정,-,,
신성델타테크,제33기(당기),성도이현회계법인,적정,-,,수익인식
신성델타테크,제32기(전기),성도이현회계법인,적정,-,,
신성델타테크,제31기(전전기),성도이현회계법인,적정,-,,
신성이엔지,제41기(당기),대주회계법인,적정,-,해당사항 없음,해당사항 없음
신성이엔지,제40기(전기),삼일회계법인,적정,-,해당사항 없음,해당사항 없음
신성이엔지,제39기(전전기),삼일회계법인,적정,-,강조사항 기재,
신성통상,제52기(당기),광교회계법인,적정,해당사항없음,,
신성통상,제51기(전기),광교회계법인,적정,해당사항없음,,
신성통상,제50기(전전기),광교회계법인,적정,해당사항없음,,
신세계,제63기(당   기),안진회계법인,적정함,-,해당사항 없음,"종속기업 처분,
파생상품 관련 감사 외"
신세계,제62기(전   기),안진회계법인,적정함,-,해당사항 없음,해당사항 없음
신세계,제61기(전전기),안진회계법인,적정함,-,해당사항 없음,해당사항 없음
신세계I&C,제 23 기 (당기),한영회계법인,적정,-,해당사항 없음,특이사항 없음
신세계I&C,제 22 기 (전기),한영회계법인,적정,-,해당사항 없음,특이사항 없음
신세계I&C,제 21 기 (전전기),한영회계법인,적정,-,해당사항 없음,특이사항 없음
신세계건설,제29기(당기),한영회계법인,적정,-,해당사항 없음," - 투입법에 따른 기간에 걸쳐 인식하는 수익 적정성
   ·총계약원가 추정의 불확실성
   ·공사진행률 산정
   ·미청구공사금액 회수 가능성
   ·공사변경에 대한 회계처리
- 입회금 금액의 완전성 확인 및 유동/비유동 구분 적정성 "
신세계건설,제28기(전기),한영회계법인,적정,-,해당사항 없음,"- 투입법에 따른 수익인식
- 총계약원가 추정의 불확실성
- 공사진행률 산정
- 미청구공사금액 회수 가능성
- 공사변경에 대한 회계처리"
신세계건설,제27기(전전기),한영회계법인,적정,-,"- 투입법에 따른 수익인식
- 총계약원가 추정의 불확실성
- 공사진행률 산정
- 미청구공사금액 회수 가능성
- 공사변경에 대한 회계처리",해당사항 없음
신세계센트럴시티,제52기 (당기),안진회계법인,적정함,-,해당사항 없음,
신세계센트럴시티,제51기 (전기),안진회계법인,적정함,-,해당사항 없음,
신세계센트럴시티,제50기 (전전기),안진회계법인,적정함,-,해당사항 없음,
신세계인터내셔날,제24기(당기),안진회계법인,"중요성의 관점에서 
공정하게 표시하고 있음",-,해당사항 없음,"패션의류 재고자산 평가에 
대한 감사위험"
신세계인터내셔날,제23기(전기),안진회계법인,"중요성의 관점에서 
공정하게 표시하고 있음",-,해당사항 없음,해당사항 없음
신세계인터내셔날,제22기(전전기),안진회계법인,"중요성의 관점에서 
공정하게 표시하고 있음",-,해당사항 없음,해당사항 없음
신세계톰보이,-,-,,-,,
신세계톰보이,-,-,,-,,
신세계톰보이,-,-,,-,,
신세계푸드,제25기(당기),삼일회계법인,적정,-,해당없음,"현금창출단위 손상검사를 위한
사용가치 측정"
신세계푸드,제24기(전기),삼일회계법인,적정,-,해당없음,해당없음
신세계푸드,제23기(전전기),삼일회계법인,적정,-,해당없음,해당없음
신송홀딩스,제50기(당기),삼일회계법인,적정,-,해당사항 없음,소재사업부문 현금창출단위의 자산손상 평가
신송홀딩스,제49기(전기),삼일회계법인,적정,-,해당사항 없음,해당사항 없음
신송홀딩스,제48기(전전기),삼일회계법인,적정,-,해당사항 없음,해당사항 없음
신신제약,제57기(당기),한영회계법인,적정,-,해당사항 없음,"수출매출의 
기간귀속 
적정성 검토"
신신제약,제56기(전기),한영회계법인,적정,-,해당사항 없음,해당사항 없음
신신제약,제55기(전전기),한영회계법인,적정,-,해당사항 없음,해당사항 없음
신영씨앤디,제61기(당기),대주회계법인,적정,-,,수주사업
신영씨앤디,제60기(전기),대주회계법인,적정,-,,수주사업
신영씨앤디,제59기(전전기),대주회계법인,적정,-,,수주사업
신영와코루,제52기(당기),정동회계법인,적정,-,해당없음,재고자산평가
신영와코루,제51기(전기),정동회계법인,적정,-,해당없음,
신영와코루,제50기(전전기),정동회계법인,적정,-,해당없음,
신영증권,제65기,삼덕회계법인,적정,해당사항 없음,,
신영증권,제64기,삼덕회계법인,적정,해당사항 없음,,
신영증권,제63기,삼덕회계법인,적정,해당사항 없음,,
신원,제47기,삼정회계법인,적정의견,-,해당사항 없음,해당사항 없음
신원,제46기,삼정회계법인,적정의견,-,해당사항 없음,해당사항 없음
신원,제45기,삼정회계법인,적정의견,-,해당사항 없음,해당사항 없음
신원종합개발,제37기(당기),삼덕회계법인,적정,-,"(1) 계류중인 소송사건
감사의견에 영향을 미치지 않는 사항으로서 연결 재무제표에 대한 주석34-7에서 설명하고있는 바와 같이
당기말 현재 회사는 대구동인동조합에 대한 대여금 반환 청구 및 공사대금 청구관련 등 
총13건의 관련금액 95.6억원이 있으며, 동 소송사건의 승패를 예측할수는 없으나 이러한 소송사건의 결과가 
재무제표에 중대한 영향을 미치지 않을 것으로 예상하고 있습니다
(2) 특수관계자와의 중요한 거래내용
연결 재무제표에 대한 주석33에서 설명하고 있는 바와 같이 회사는 특수관계자인 신원에이엠씨(주)에
대하여 35백만원의 비용거래를 계상하였습니다",
신원종합개발,제36기(전기),삼덕회계법인,적정,-,"(1) 계류중인 소송사건
감사의견에 영향을 미치지 않는 사항으로서 연결 재무제표에 대한 주석34-8에서 설명하고있는 바와 같이
당기말 현재 회사는 대구동인동조합에 대한 대여금 반환 청구 및 공사대금 청구관련 등 
총5건의 관련금액 36.4억원이 있으며, 동 소송사건의 승패를 예측할수는 없으나 이러한 소송사건의 결과가 
재무제표에 중대한 영향을 미치지 않을 것으로 예상하고 있습니다
(2) 특수관계자와의 중요한 거래내용
연결 재무제표에 대한 주석33에서 설명하고 있는 바와 같이 회사는 특수관계자인 신원에이엠씨(주)에 대하여 
35백만원의 비용거래를 계상하였습니다",
신원종합개발,제35기(전전기),신한회계법인,적정,-,"(1) 계류중인 소송사건
감사의견에 영향을 미치지 않는 사항으로서 재무제표에 대한 주석23-3에서 설명하고있는 바와 같이 
당기말현재 회사는 대구동인동조합에 대한 대여금 반환 청구 및 용지 매매대금 잔금 청구 관련하여
2건의 관련금액 23.4억원이 있으며, 동 소송사건의 승패를 예측할수는 없으나 이러한 소송사건의 결과가 
재무제표에 중대한 영향을 미치지 않을 것으로 예상하고 있습니다
(2) 특수관계자와의 중요한 거래내용
재무제표에 대한 주석11에서 설명하고 있는 바와 같이 회사는 특수관계자인 신원에이엠씨(주)에 대하여 
33백만원의 비용거래를 계상하였습니다",
신일전자,제61기(당기),정진세림회계법인,적정,-,,"재고자산평가의 적정성
핵심감사사항이 감사에서 다루어진 방법
재고자산 평가 회계처리와 관련하여 우리가 수행한 주요 감사절차는 다음을 포함합니다.
 - 재고자산 평가 프로세스 및 회계처리와 관련된 통제에 대한 이해와 평가
 - 재고자산 평가 회계처리 시 경영진이 사용한 가정 중 과거 판매 실적에 대해 근거 자료 확인
 - 재고자산 평가충당금에 대한 재계산 검증"
신일전자,제60기(전기),정동회계법인,적정,-,"회사 및 회사의 경영진과 관련된 다수의 소송 등이 진행중이며, 이로 인하여 회사의 재무상태에 미칠 궁극적인 영향은 현재로서는 측정할 수 없습니다.",
신일전자,제59기(전전기),정동회계법인,적정,-,"회사 및 회사의 경영진과 관련된 다수의 소송 등이 진행중이며, 이로 인하여 회사의 재무상태에 미칠 궁극적인 영향은 현재로서는 측정할 수 없습니다.-",
신일제약,제43기(당기),상록회계법인,적정,-,,
신일제약,제42기(전기),상록회계법인,적정,-,,
신일제약,제41기(전전기),상록회계법인,적정,-,,
신진에스엠,제19(당)기,서린회계법인,적정,-,해당사항 없음,해당사항 없음
신진에스엠,제18(전)기,서린회계법인,적정,-,해당사항 없음,해당사항 없음
신진에스엠,제17(전전)기,서린회계법인,적정,-,해당사항 없음,해당사항 없음
신테카바이오,제11기(당기),삼화회계법인,적정,-,,- 전환(상환)우선주 가치평가 타당성
신테카바이오,제10기(전기),삼정회계법인,적정,-,,"- 전환(상환)우선주 가치평가 타당성
- IFRS 전환"
신테카바이오,제9기(전전기),-,,-,,
신텍,제19기(당기),성산회계법인,의견거절,-,주),
신텍,제18기(전기),삼정회계법인,의견거절,-,,
신텍,제17기(전전기),한영회계법인,적정의견,-,,
신풍,제59기(당기),인덕회계법인,적정,-,공장이전 관련 진행상황,구조조정충당부채
신풍,제58기(전기),인덕회계법인,적정,-,공장이전 관련 진행상황,해당사항 없음
신풍,제57기(전전기),인덕회계법인,적정,-,해당사항 없음,해당사항 없음
신풍제약,제34기 (당기),삼덕회계법인,적정,-,"재무제표
재작성(*)","원재료 매입거래에서
발생한 부정(횡령)행
위와 불법행위 미수금"
신풍제약,제33기 (전기),삼덕회계법인,적정,-,"재무제표
재작성(*)","원재료 매입거래에서
발생한 부정(횡령)행
위와 불법행위 미수금"
신풍제약,제32기 (전전기),삼덕회계법인,적정,-,"재무제표
재작성(*)","원재료 매입거래에서
발생한 부정(횡령)행
위와 불법행위 미수금"
신한,"제52기
(당기)",대주회계법인,"의견거절

의견거절 근거


1. 계속기업 관련 불확실성연결회사의 연결재무제표는 연결회사가 계속기업으로서 존속한다는 가정을 전제로 작성되었으므로, 연결회사의 자산과 부채가 정상적인 사업활동과정을 통하여 회수되거나 상환될 수 있다는 가정 하에 회계처리되었습니다. 그러나 2019년 12월 31일자로 종료되는 회계연도에 영업이익이 1,707백만원이나, 당기순손실이 13,117백만원 입니다. 그리고 동일자 현재로 유동부채가 유동자산을 44,574백만원 초과하고 있습니다.  주석 22에 기재된 바와 같이 당기말 현재 공사가 중단된 리비아현장을 제외한 공사수주잔액은 없습니다.  연결종속기업 (주)미지엔리조트의 횡성리조트개발사업은 감사보고서일 현재 우량 건설사와의 책임준공계약과 금융기관과의 금융약정서를 체결되지 못하여 사업의 진행이 불확실합니다. 또한, 연결재무제표에 대한 주석 30에 기재된 바와 같이 연결회사가 피고로 계류중인 소송은 8건에 소송가액은 137,656백만원 입니다. 이러한 회계의 계속기업전제에 유의적 의문을 제기하는 상황에도 불구하고 연결회사의 경영진은 회계의 계속기업전제에 대한 평가를 수행하지 않았으며, 이로 인해 우리는 회계의 계속기업전제의 사용이 적합한지에 대한 충분하고 적합한 감사증거를 입수할 수 없었습니다. 이러한 상황은 연결회사의 계속기업으로서의 존속능력에 중대한 의문을 제기하고 있는 바, 계속기업으로서 존속할 지 여부는 한국증권거래소의 심의결과, 향후 리비아국 해외 공사사업장별 사업진행여부, 연결회사의 사업계획 및 유동성 확보를 위한 자금조달의 달성여부, 계류중인 소송사건에 대한 우발채무의 최종결과 등에 따라 좌",-,해당사항 없음,해당사항 없음
신한,"제51기
(전기)",대주회계법인,"의견거절

의견거절 근거
1. 리비아국 공사현장 실사 및 관련 채권 채무에 대한 조회확인 미실시 연결회사는 리비아국 소재 트리폴리외 3곳의 해외도급공사를 진행하다 2011년 리비아내전으로 인해 공사를 중단하고 철수하였습니다. 연결회사는 당기말 현재 리비아공사 관련하여 장기매출채권 51,145백만원, 미청구공사 13,662 백만원 등 관련 채권 64,862백만원과 매입채무 11,256백만원, 미지급금 13,533백만원, 계약부채 17,217백만원 등 관련 채무 42,006백만원를 각각 재무제표에 계상하고 있습니다. 이는 2018년 12월 31일 현재 연결회사의 순자산의 56%(22,856백만원/40,792백만원)를 초과하고 있습니다.  리비아국은 2018년 7월 6일 리비아 서부 자발 하사우사 지역에서 무장민병대에 의한 한국인납치사건으로 인해 감사보고서일 현재까지 대한민국 외교부에 의해 여행금지구역으로 분류되어 있습니다.  우리는 리비아국 소재 4개 해외공사현장에 대한 현장실사를 할 수 없었으며, 관련 채권 채무 조회확인절차를 수행할 수 없었습니다. 또한 해당 채권 채무의 적정성여부에 대한 판단을 위해 충분하고 적합한 증거를 제시하지 못하는 등 감사보고서일 현재대체적인 방법으로도 이를 확인하거나 검증할 수 없었습니다. 따라서 우리는 연결회사의 리비아국 해외공사현장에 대한 연결재무제표의 구성요소들에 관하여 수정이 필요한지 여부를 결정할 수 없었습니다. 2. 계속기업 관련 불확실성 연결회사의 연결재무제표는 연결회사가 계속기업으로서 존속한다는 가정을 전제로 작성되었으므로, 연결회사의 자산과 부채가 정상적인 사업과정을 통하여 회수되거나상환될 수 있다는 가정하에 회계처리 되었습니다. 그러나 연결",-,해당사항 없음,해당사항 없음
신한,"제50기
(전전기)",이촌회계법인,적정,-,"감사의견에는 영향을 미치지 않는 사항으로서 이 감사보고서의 이용자는 다음 사항에 대하여 주의를 기울여야 할 필요가 있습니다. 
1. 수주산업 핵심감사항목에 대한 감사인의 강조사항 등 수주산업 핵심감사항목은 ""회계감사실무지침 2016-1""에 따라 감사인의 전문가적 판단과 지배기구와의 커뮤니케이션을 통해 당기 연결재무제표 감사에서 유의적인 사항을 선정한 것입니다. 해당 사항은 연결재무제표 전체에 대한 감사의 관점에서 다루어진 사항이며, 우리는 이 사항에 대하여 별도의 의견을 제공하는 것은 아닙니다. 우리는 주식회사 신한과 그 종속기업의 연결재무제표에 대한 감사의견을 형성하는데있어 아래와 같이 핵심감사항목들에 대하여 수행한 감사절차의 결과를 반영하였습니다 가. 일반사항 이 감사보고서에 기술된 수주산업 핵심감사항목과 관련하여 공통적으로 해당되는 내용은 아래와 같습니다. 연결실체는 건설형 공사계약의 결과를 신뢰성 있게 추정할 수 있는 경우 계약수익과 계약원가를 보고기간 종료일 현재 계약활동의 진행률을 기준으로 하여 각각 수익과 비용으로 인식하고 있습니다.  계약활동의 진행률은 진행단계를 반영하지 못하는 계약원가를 제외하고 수행한 공사에 대하여 발생한 누적계약원가를 추정 총계약원가로 나눈 비율로 측정하고 있습니다.  누적발생원가에 인식한 이익을 가산(인식한 손실을 차감)한 금액이 진행청구액을 초과하는 금액은 미청구공사로 표시하고 있으며, 진행청구액이 누적발생원가에 인식한이익을 가산(인식한 손실을 차감)한 금액을 초과하는 금액을 초과청구공사로 표시하고 있습니다. 나. 투입법에 따른 수익인식 투입법을 적용한 진행률 측정방식이 연결실체 수행한 공사를 신뢰성 있게 측정하지 못한다면 계약수익이 왜곡될 위험이 존재합니다. 따라서, 우리는 연결실체의 투입법에 따른 수익인식을 유의적인 위험으로 식별하였습니다.  우리는 당기말 현재 연결실체의 투입법에 따른 수익인식에 대하여 다음의 감사절차를 수행하였습니다.  ① 주요 프로젝트에 적용되는 수익인식 회계정책 및 변경유무에 대한 질문 및 평가 ② 주요 프로젝트의 현재 진행상황 및 유의적인 변동사항에 대한 질문 및 문서확인 ③ 총공사예정원가에 대한 산정내역에 대한 합리성 평가 ④ 당기 중 발생한 공사원가의 발생사실, 기간귀속 및 분류의 적정성과 관련한   증빙 확인 ⑤ 공사중단 등 유의적인 사항이 있는 공사현장에 대한 질문 및 문서검사 다. 해외건설계약 관련 자산의 회수가능성 재무제표에 대한 주석 22에서 설명하는 바와 같이 당기말 현재 연결실체의 재무상태표 상 2011년 리비아 반정부시위로 촉발된 내전사태로 인해 공사가 중단되었던 리비아 지역의 해외건설계약과 관련한 매출채권과 미청구공사가 각각 51,972 백만원 및  13,414 백만원이 계상되어 있으며, 연결실체의 전체 자산대비 약 43%를 차지하고 있습니다. 현재 리비아 지역의 중단된 공사재개게 이루어지고 있지 않은 점, 해외건설계약과 관련한 매출채권 및 미청구공사금액이 자산총계에서 차지하는 비중이 유의적이고 건설업계의 재무건전성 판단을 위한 주요지표로 활용되고 있는 점을 고려하여 해외건설계약과 관련한 매출채권 및 미청구공사금액의 회수가능성을 유의적인 위험으로 식별하였습니다. 우리는 해외건설계약과 관련된 매출채권 및 미청구공사에 대하여 다음？",해당사항없음
신한라이프생명보험,제31기(당기),삼정회계법인,적정,-,해당사항없음,해당사항없음
신한라이프생명보험,제30기(전기),삼정회계법인,적정,-,해당사항없음,해당사항없음
신한라이프생명보험,제29기(전전기),삼정회계법인,적정,-,해당사항없음,해당사항없음
신한벤처투자,제 20기(2019년),한영회계법인,적정,-,해당사항 없음,해당사항 없음
신한벤처투자,제 19기(2018년),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
신한벤처투자,제 18기(2017년),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
신한알파리츠,제3기(당기),대주회계법인,적정,-,해당사항 없음,
신한알파리츠,제2기(전기),대주회계법인,적정,-,해당사항 없음,
신한알파리츠,제1기(전전기),삼일회계법인,적정,-,해당사항 없음,
신한알파리츠,제2기(당기),대주회계법인,적정,해당사항 없음,,
신한알파리츠,제1기(전기),삼일회계법인,적정,해당사항 없음,,
신한알파리츠,(전전기),-,,-,,
신한은행,-,-,,-,,
신한은행,-,-,,-,,
신한은행,-,-,,-,,
신한제4호기업인수목적,제3기(당기),정진세림회계법인,적정,-,,
신한제4호기업인수목적,제2기(전기),세림회계법인,적정,-,,
신한제4호기업인수목적,제1기(전전기),세림회계법인,적정,-,,
신한지주,제19기(당기),삼정회계법인,적정,-,해당사항 없음,"대출채권에 대한 신용손실충당금의 측정, 공정가치 수준3으로 분류되는 금융상품의 공정가치 측정"
신한지주,제18기(전기),삼정회계법인,적정,-,해당사항 없음,"대출채권 손상 - 집합평가 대상 신용손실충당금 평가, 대출채권 손상 - 개별평가 대상 신용손실충당금 평가, 평가기법을 사용하여 공정가치로 측정되는 금융상품의 평가"
신한지주,제17기(전전기),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
신한카드,제34기(당기),삼정회계법인,적정,-,,
신한카드,제33기(전기),삼정회계법인,적정,-,,
신한카드,제32기(전전기),삼정회계법인,적정,-,,
신한캐피탈,제29기(당기),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
신한캐피탈,제28기(전기),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
신한캐피탈,제27기(전전기),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
신한투자증권,-,-,,-,,
신한투자증권,-,-,,-,,
신한투자증권,-,-,,-,,
신화인터텍,제32기(당기),한영회계법인,적정,-,해당사항 없음,국외매출의 수익인식시기 적정성
신화인터텍,제31기(전기),한영회계법인,적정,-,해당사항 없음,
신화인터텍,제30기(전전기),한영회계법인,적정,-,해당사항 없음,
신화콘텍,제18기(당기),회계법인 길인,적정,-,,
신화콘텍,제17기(전기),회계법인 길인,적정,-,,
신화콘텍,제16기(전전기),회계법인 길인,적정,-,,
신흥,제 55기 (당기),삼일회계법인,적정,-,,재고자산평가
신흥,제 54기 (전기),삼일회계법인,적정,-,,
신흥,제 53기 (전전기),삼일회계법인,적정,-,,
신흥에스이씨,제11기(당기),삼정회계법인,적정의견,-,,기계장치 장부금액의 적정성
신흥에스이씨,제10기(당기),삼정회계법인,적정의견,-,,
신흥에스이씨,제9기(전기),삼일회계법인,적정의견,-,,
심텍,"제5기
(당기)",신한회계법인,"""적정""",-,"""해당사항없음""",종속회사의 유형자산의 손상평가
심텍,"제4기 
(전기)",신한회계법인,"""적정""",-,"""해당사항없음""","""해당사항없음"""
심텍,"제3기
(전전기)",삼일회계법인,"""적정""",-,"""해당사항없음""","""해당사항없음"""
심텍홀딩스,제33기(당기),신한회계법인,적정,-,해당사항 없음,일본 종속기업의 유형자산의 손상평가
심텍홀딩스,제32기(전기),삼일회계법인,적정,-,해당사항 없음,
심텍홀딩스,제31기(전전기),삼일회계법인,적정,-,해당사항 없음,
싸이더스,제25기(당기),현대회계법인,,-,,
싸이더스,제24기(전기),현대회계법인,적정,-,,
싸이더스,제23기(전전기),안진회계법인,적정,-,,
싸이맥스,제15기(당기),신한회계법인,적정,-,,
싸이맥스,제14기(전기),신한회계법인,적정,-,,
싸이맥스,제13기(전전기),신한회계법인,적정,-,,
싸이토젠,제10기 (당기),삼일회계법인,적정,-,,
싸이토젠,제9기 (전기),삼정회계법인,적정,-,,
싸이토젠,제8기(전전기),삼정회계법인,적정,-,,
쌍방울,제12기(당기),대주회계법인,적정,-,특이사항 없음,"가. 수준3 공정가치측정 금융상품 평가 
나. 리스계약의 완전성"
쌍방울,제11기(전기),대주회계법인,적정,-,특이사항 없음,
쌍방울,제10기(전전기),대주회계법인,적정,-,특이사항 없음,
쌍용씨앤이,제58기(당기),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
쌍용씨앤이,제57기(전기),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
쌍용씨앤이,제56기(전전기),삼정회계법인,적정,-,해당사항 없음,해당사항 없음
쌍용정보통신,제39기(당기),대주회계법인,적정,-,,(*)
쌍용정보통신,제38기(전기),삼일회계법인,적정,-,,(주1)
쌍용정보통신,제37기(전전기),삼일회계법인,적정,-,(주1),
써니전자,제54기(당기),대주회계법인,적정,-,해당사항 없음,해당사항 없음
써니전자,제53기(전기),태성회계법인,적정,-,해당사항 없음,해당사항 없음
써니전자,제52기(전전기),대주회계법인,적정,-,해당사항 없음,해당사항 없음
썬테크,"제 24기
(당기)",영앤진회계법인,적정,-,,
썬테크,"제 23기
(전기)",신정회계법인,적정,-,,
썬테크,"제 22기
(전전기)",신정회계법인,적정,-,,
썸에이지,제6기(당기),삼일회계법인,적정,-,해당사항 없음,해당사항 없음
썸에이지,제5기(전기),삼일회계법인,적정,-,해당사항 없음,해당사항 없음
썸에이지,제4기(전전기),삼일회계법인,적정,-,해당사항 없음,해당사항 없음
